Country,Group,Year,In,Out,Net,iso_alpha
Botswana,South Africa,2006,1,1,0,BWA
Botswana,South Africa,2007,0,1,-1,BWA
Botswana,South Africa,2008,4,3,1,BWA
Botswana,South Africa,2009,5,5,0,BWA
Botswana,South Africa,2010,2,1,1,BWA
Botswana,South Africa,2011,1,4,-3,BWA
Botswana,South Africa,2012,2,2,0,BWA
Botswana,South Africa,2013,3,3,0,BWA
Botswana,South Africa,2014,1,1,0,BWA
Botswana,South Africa,2015,1,3,-2,BWA
Botswana,South Africa,2016,3,6,-3,BWA
Botswana,South Africa,2017,8,5,3,BWA
Botswana,South Africa,2018,10,6,4,BWA
Lesotho,South Africa,1996,0,0,0,LSO
Lesotho,South Africa,1997,0,0,0,LSO
Lesotho,South Africa,1998,0,0,0,LSO
Lesotho,South Africa,1999,0,0,0,LSO
Lesotho,South Africa,2000,0,0,0,LSO
Lesotho,South Africa,2001,2,2,0,LSO
Lesotho,South Africa,2002,2,2,0,LSO
Lesotho,South Africa,2003,0,1,-1,LSO
Lesotho,South Africa,2004,1,1,0,LSO
Lesotho,South Africa,2005,0,0,0,LSO
Lesotho,South Africa,2006,1,0,1,LSO
Lesotho,South Africa,2007,0,0,0,LSO
Lesotho,South Africa,2008,0,0,0,LSO
Lesotho,South Africa,2009,7,3,4,LSO
Lesotho,South Africa,2010,4,3,1,LSO
Lesotho,South Africa,2011,3,2,1,LSO
Lesotho,South Africa,2012,2,2,0,LSO
Lesotho,South Africa,2013,3,3,0,LSO
Lesotho,South Africa,2014,4,5,-1,LSO
Lesotho,South Africa,2015,5,6,-1,LSO
Lesotho,South Africa,2016,3,35,-32,LSO
Lesotho,South Africa,2017,10,5,5,LSO
Lesotho,South Africa,2018,6,1,5,LSO
Mozambique,South Africa,1996,1,0,1,MOZ
Mozambique,South Africa,1997,0,1,-1,MOZ
Mozambique,South Africa,1998,1,0,1,MOZ
Mozambique,South Africa,1999,2,3,-1,MOZ
Mozambique,South Africa,2000,14,14,0,MOZ
Mozambique,South Africa,2001,20,17,3,MOZ
Mozambique,South Africa,2002,41,18,23,MOZ
Mozambique,South Africa,2003,89,114,-25,MOZ
Mozambique,South Africa,2004,11,10,1,MOZ
Mozambique,South Africa,2005,19,18,1,MOZ
Mozambique,South Africa,2006,75,27,48,MOZ
Mozambique,South Africa,2007,109,153,-44,MOZ
Mozambique,South Africa,2008,54,48,6,MOZ
Mozambique,South Africa,2009,39,43,-4,MOZ
Mozambique,South Africa,2010,61,57,4,MOZ
Mozambique,South Africa,2011,97,86,11,MOZ
Mozambique,South Africa,2012,110,99,11,MOZ
Mozambique,South Africa,2013,139,139,0,MOZ
Mozambique,South Africa,2014,185,168,17,MOZ
Mozambique,South Africa,2015,247,232,15,MOZ
Mozambique,South Africa,2016,236,212,24,MOZ
Mozambique,South Africa,2017,266,268,-2,MOZ
Mozambique,South Africa,2018,287,273,14,MOZ
Namibia,South Africa,1996,0,0,0,NAM
Namibia,South Africa,1997,0,0,0,NAM
Namibia,South Africa,1998,1,3,-2,NAM
Namibia,South Africa,1999,0,0,0,NAM
Namibia,South Africa,2000,3,4,-1,NAM
Namibia,South Africa,2001,2,2,0,NAM
Namibia,South Africa,2002,12,12,0,NAM
Namibia,South Africa,2003,9,6,3,NAM
Namibia,South Africa,2004,12,13,-1,NAM
Namibia,South Africa,2005,8,5,3,NAM
Namibia,South Africa,2006,7,12,-5,NAM
Namibia,South Africa,2007,8,8,0,NAM
Namibia,South Africa,2008,20,15,5,NAM
Namibia,South Africa,2009,44,41,3,NAM
Namibia,South Africa,2010,22,19,3,NAM
Namibia,South Africa,2011,21,28,-7,NAM
Namibia,South Africa,2012,19,21,-2,NAM
Namibia,South Africa,2013,17,17,0,NAM
Namibia,South Africa,2014,22,24,-2,NAM
Namibia,South Africa,2015,21,19,2,NAM
Namibia,South Africa,2016,21,218,-197,NAM
Namibia,South Africa,2017,10,10,0,NAM
Namibia,South Africa,2018,24,22,2,NAM
South Africa,South Africa,1996,300,284,16,ZAF
South Africa,South Africa,1997,515,548,-33,ZAF
South Africa,South Africa,1998,545,581,-36,ZAF
South Africa,South Africa,1999,817,676,141,ZAF
South Africa,South Africa,2000,770,742,28,ZAF
South Africa,South Africa,2001,795,816,-21,ZAF
South Africa,South Africa,2002,883,876,7,ZAF
South Africa,South Africa,2003,944,985,-41,ZAF
South Africa,South Africa,2004,1340,1316,24,ZAF
South Africa,South Africa,2005,1270,1243,27,ZAF
South Africa,South Africa,2006,1332,1322,10,ZAF
South Africa,South Africa,2007,1236,1245,-9,ZAF
South Africa,South Africa,2008,1774,1724,50,ZAF
South Africa,South Africa,2009,2326,2319,7,ZAF
South Africa,South Africa,2010,2418,2399,19,ZAF
South Africa,South Africa,2011,2000,2010,-10,ZAF
South Africa,South Africa,2012,2139,2187,-48,ZAF
South Africa,South Africa,2013,1958,1958,0,ZAF
South Africa,South Africa,2014,1892,1878,14,ZAF
South Africa,South Africa,2015,2215,2256,-41,ZAF
South Africa,South Africa,2016,1968,1712,256,ZAF
South Africa,South Africa,2017,2638,2605,33,ZAF
South Africa,South Africa,2018,3260,3199,61,ZAF
Swaziland,South Africa,1996,0,1,-1,0
Swaziland,South Africa,1997,0,1,-1,0
Swaziland,South Africa,1998,0,4,-4,0
Swaziland,South Africa,1999,0,0,0,0
Swaziland,South Africa,2000,0,0,0,0
Swaziland,South Africa,2001,0,0,0,0
Swaziland,South Africa,2002,0,0,0,0
Swaziland,South Africa,2003,0,0,0,0
Swaziland,South Africa,2004,0,0,0,0
Swaziland,South Africa,2005,0,0,0,0
Swaziland,South Africa,2006,0,0,0,0
Swaziland,South Africa,2007,0,0,0,0
Swaziland,South Africa,2008,0,0,0,0
Swaziland,South Africa,2009,0,0,0,0
Swaziland,South Africa,2010,5,4,1,0
Swaziland,South Africa,2011,1,2,-1,0
Swaziland,South Africa,2012,0,0,0,0
Swaziland,South Africa,2013,4,4,0,0
Swaziland,South Africa,2014,0,0,0,0
Swaziland,South Africa,2015,2,0,2,0
Swaziland,South Africa,2016,36,39,-3,0
Swaziland,South Africa,2017,0,0,0,0
Swaziland,South Africa,2018,3,1,2,0
Zimbabwe,South Africa,1996,18,14,4,ZWE
Zimbabwe,South Africa,1997,24,11,13,ZWE
Zimbabwe,South Africa,1998,106,40,66,ZWE
Zimbabwe,South Africa,1999,10,10,0,ZWE
Zimbabwe,South Africa,2000,14,14,0,ZWE
Zimbabwe,South Africa,2001,23,21,2,ZWE
Zimbabwe,South Africa,2002,357,250,107,ZWE
Zimbabwe,South Africa,2003,252,360,-108,ZWE
Zimbabwe,South Africa,2004,75,73,2,ZWE
Zimbabwe,South Africa,2005,60,60,0,ZWE
Zimbabwe,South Africa,2006,43,44,-1,ZWE
Zimbabwe,South Africa,2007,129,140,-11,ZWE
Zimbabwe,South Africa,2008,128,65,63,ZWE
Zimbabwe,South Africa,2009,92,103,-11,ZWE
Zimbabwe,South Africa,2010,80,72,8,ZWE
Zimbabwe,South Africa,2011,74,66,8,ZWE
Zimbabwe,South Africa,2012,95,99,-4,ZWE
Zimbabwe,South Africa,2013,102,102,0,ZWE
Zimbabwe,South Africa,2014,144,143,1,ZWE
Zimbabwe,South Africa,2015,217,208,9,ZWE
Zimbabwe,South Africa,2016,349,291,58,ZWE
Zimbabwe,South Africa,2017,378,375,3,ZWE
Zimbabwe,South Africa,2018,366,373,-7,ZWE
Benin,South Africa,1996,54,36,18,BEN
Benin,South Africa,1997,78,35,43,BEN
Benin,South Africa,1998,144,117,27,BEN
Benin,South Africa,1999,176,161,15,BEN
Benin,South Africa,2000,309,260,49,BEN
Benin,South Africa,2001,344,332,12,BEN
Benin,South Africa,2002,373,387,-14,BEN
Benin,South Africa,2003,300,355,-55,BEN
Benin,South Africa,2004,340,357,-17,BEN
Benin,South Africa,2005,315,339,-24,BEN
Benin,South Africa,2006,328,297,31,BEN
Benin,South Africa,2007,320,296,24,BEN
Benin,South Africa,2008,357,352,5,BEN
Benin,South Africa,2009,406,397,9,BEN
Benin,South Africa,2010,412,434,-22,BEN
Benin,South Africa,2011,515,512,3,BEN
Benin,South Africa,2012,422,370,52,BEN
Benin,South Africa,2013,435,435,0,BEN
Benin,South Africa,2014,518,433,85,BEN
Benin,South Africa,2015,578,534,44,BEN
Benin,South Africa,2016,693,599,94,BEN
Benin,South Africa,2017,664,546,118,BEN
Benin,South Africa,2018,731,609,122,BEN
Borkina Fasso,South Africa,1996,51,48,3,BFA
Borkina Fasso,South Africa,1997,59,79,-20,BFA
Borkina Fasso,South Africa,1998,88,112,-24,BFA
Borkina Fasso,South Africa,1999,98,102,-4,BFA
Borkina Fasso,South Africa,2000,177,194,-17,BFA
Borkina Fasso,South Africa,2001,206,204,2,BFA
Borkina Fasso,South Africa,2002,321,338,-17,BFA
Borkina Fasso,South Africa,2003,322,319,3,BFA
Borkina Fasso,South Africa,2004,299,268,31,BFA
Borkina Fasso,South Africa,2005,300,301,-1,BFA
Borkina Fasso,South Africa,2006,290,287,3,BFA
Borkina Fasso,South Africa,2007,268,251,17,BFA
Borkina Fasso,South Africa,2008,372,362,10,BFA
Borkina Fasso,South Africa,2009,494,502,-8,BFA
Borkina Fasso,South Africa,2010,491,398,93,BFA
Borkina Fasso,South Africa,2011,613,424,189,BFA
Borkina Fasso,South Africa,2012,566,492,74,BFA
Borkina Fasso,South Africa,2013,577,577,0,BFA
Borkina Fasso,South Africa,2014,723,624,99,BFA
Borkina Fasso,South Africa,2015,508,644,-136,BFA
Borkina Fasso,South Africa,2016,564,669,-105,BFA
Borkina Fasso,South Africa,2017,692,742,-50,BFA
Borkina Fasso,South Africa,2018,686,764,-78,BFA
Cap Verde,South Africa,1996,0,0,0,CPV
Cap Verde,South Africa,1997,0,0,0,CPV
Cap Verde,South Africa,1998,0,0,0,CPV
Cap Verde,South Africa,1999,0,0,0,CPV
Cap Verde,South Africa,2000,0,0,0,CPV
Cap Verde,South Africa,2001,0,0,0,CPV
Cap Verde,South Africa,2002,0,0,0,CPV
Cap Verde,South Africa,2003,0,0,0,CPV
Cap Verde,South Africa,2004,0,0,0,CPV
Cap Verde,South Africa,2005,0,0,0,CPV
Cap Verde,South Africa,2006,0,0,0,CPV
Cap Verde,South Africa,2007,0,0,0,CPV
Cap Verde,South Africa,2008,0,0,0,CPV
Cap Verde,South Africa,2009,0,0,0,CPV
Cap Verde,South Africa,2010,0,0,0,CPV
Cap Verde,South Africa,2011,0,0,0,CPV
Cap Verde,South Africa,2012,0,0,0,CPV
Cap Verde,South Africa,2013,0,0,0,CPV
Cap Verde,South Africa,2014,0,0,0,CPV
Cap Verde,South Africa,2015,0,0,0,CPV
Cap Verde,South Africa,2016,0,0,0,CPV
Cap Verde,South Africa,2017,0,0,0,CPV
Cap Verde,South Africa,2018,0,0,0,CPV
Gambia,South Africa,1996,122,135,-13,GMB
Gambia,South Africa,1997,66,48,18,GMB
Gambia,South Africa,1998,81,78,3,GMB
Gambia,South Africa,1999,80,134,-54,GMB
Gambia,South Africa,2000,107,128,-21,GMB
Gambia,South Africa,2001,144,146,-2,GMB
Gambia,South Africa,2002,106,130,-24,GMB
Gambia,South Africa,2003,225,108,117,GMB
Gambia,South Africa,2004,219,219,0,GMB
Gambia,South Africa,2005,193,211,-18,GMB
Gambia,South Africa,2006,142,162,-20,GMB
Gambia,South Africa,2007,193,209,-16,GMB
Gambia,South Africa,2008,225,210,15,GMB
Gambia,South Africa,2009,231,233,-2,GMB
Gambia,South Africa,2010,293,288,5,GMB
Gambia,South Africa,2011,317,335,-18,GMB
Gambia,South Africa,2012,358,349,9,GMB
Gambia,South Africa,2013,421,421,0,GMB
Gambia,South Africa,2014,492,314,178,GMB
Gambia,South Africa,2015,412,375,37,GMB
Gambia,South Africa,2016,809,962,-153,GMB
Gambia,South Africa,2017,407,495,-88,GMB
Gambia,South Africa,2018,452,412,40,GMB
Ghana,South Africa,1996,884,897,-13,GHA
Ghana,South Africa,1997,968,950,18,GHA
Ghana,South Africa,1998,986,1048,-62,GHA
Ghana,South Africa,1999,868,1114,-246,GHA
Ghana,South Africa,2000,1286,1519,-233,GHA
Ghana,South Africa,2001,1145,1327,-182,GHA
Ghana,South Africa,2002,1196,1296,-100,GHA
Ghana,South Africa,2003,1136,1282,-146,GHA
Ghana,South Africa,2004,2133,1923,210,GHA
Ghana,South Africa,2005,3028,3024,4,GHA
Ghana,South Africa,2006,2405,2394,11,GHA
Ghana,South Africa,2007,2519,2443,76,GHA
Ghana,South Africa,2008,2910,2832,78,GHA
Ghana,South Africa,2009,3187,3157,30,GHA
Ghana,South Africa,2010,3435,3570,-135,GHA
Ghana,South Africa,2011,4115,3747,368,GHA
Ghana,South Africa,2012,3940,3812,128,GHA
Ghana,South Africa,2013,4002,4002,0,GHA
Ghana,South Africa,2014,4902,4156,746,GHA
Ghana,South Africa,2015,4469,3825,644,GHA
Ghana,South Africa,2016,3973,3505,468,GHA
Ghana,South Africa,2017,3706,4566,-860,GHA
Ghana,South Africa,2018,4612,4977,-365,GHA
Guinea,South Africa,1996,377,372,5,GIN
Guinea,South Africa,1997,511,401,110,GIN
Guinea,South Africa,1998,462,444,18,GIN
Guinea,South Africa,1999,411,453,-42,GIN
Guinea,South Africa,2000,656,640,16,GIN
Guinea,South Africa,2001,518,549,-31,GIN
Guinea,South Africa,2002,449,481,-32,GIN
Guinea,South Africa,2003,406,433,-27,GIN
Guinea,South Africa,2004,446,412,34,GIN
Guinea,South Africa,2005,378,410,-32,GIN
Guinea,South Africa,2006,427,383,44,GIN
Guinea,South Africa,2007,543,495,48,GIN
Guinea,South Africa,2008,663,589,74,GIN
Guinea,South Africa,2009,529,519,10,GIN
Guinea,South Africa,2010,574,568,6,GIN
Guinea,South Africa,2011,627,692,-65,GIN
Guinea,South Africa,2012,516,558,-42,GIN
Guinea,South Africa,2013,427,427,0,GIN
Guinea,South Africa,2014,398,387,11,GIN
Guinea,South Africa,2015,372,427,-55,GIN
Guinea,South Africa,2016,304,336,-32,GIN
Guinea,South Africa,2017,446,429,17,GIN
Guinea,South Africa,2018,376,428,-52,GIN
Guinee Bissaw,South Africa,1996,0,0,0,GNB
Guinee Bissaw,South Africa,1997,0,0,0,GNB
Guinee Bissaw,South Africa,1998,0,0,0,GNB
Guinee Bissaw,South Africa,1999,0,0,0,GNB
Guinee Bissaw,South Africa,2000,0,0,0,GNB
Guinee Bissaw,South Africa,2001,0,0,0,GNB
Guinee Bissaw,South Africa,2002,0,0,0,GNB
Guinee Bissaw,South Africa,2003,0,0,0,GNB
Guinee Bissaw,South Africa,2004,0,0,0,GNB
Guinee Bissaw,South Africa,2005,0,0,0,GNB
Guinee Bissaw,South Africa,2006,0,0,0,GNB
Guinee Bissaw,South Africa,2007,0,0,0,GNB
Guinee Bissaw,South Africa,2008,0,0,0,GNB
Guinee Bissaw,South Africa,2009,0,0,0,GNB
Guinee Bissaw,South Africa,2010,0,0,0,GNB
Guinee Bissaw,South Africa,2011,0,0,0,GNB
Guinee Bissaw,South Africa,2012,0,0,0,GNB
Guinee Bissaw,South Africa,2013,0,0,0,GNB
Guinee Bissaw,South Africa,2014,0,0,0,GNB
Guinee Bissaw,South Africa,2015,0,0,0,GNB
Guinee Bissaw,South Africa,2016,0,0,0,GNB
Guinee Bissaw,South Africa,2017,0,0,0,GNB
Guinee Bissaw,South Africa,2018,0,0,0,GNB
Ivory Caost,South Africa,1996,356,387,-31,0
Ivory Caost,South Africa,1997,587,595,-8,0
Ivory Caost,South Africa,1998,523,525,-2,0
Ivory Caost,South Africa,1999,522,506,16,0
Ivory Caost,South Africa,2000,760,747,13,0
Ivory Caost,South Africa,2001,656,653,3,0
Ivory Caost,South Africa,2002,758,743,15,0
Ivory Caost,South Africa,2003,828,954,-126,0
Ivory Caost,South Africa,2004,1029,988,41,0
Ivory Caost,South Africa,2005,1011,981,30,0
Ivory Caost,South Africa,2006,1099,1096,3,0
Ivory Caost,South Africa,2007,1195,1153,42,0
Ivory Caost,South Africa,2008,2358,2083,275,0
Ivory Caost,South Africa,2009,2618,2358,260,0
Ivory Caost,South Africa,2010,2851,2112,739,0
Ivory Caost,South Africa,2011,2055,2482,-427,0
Ivory Caost,South Africa,2012,1847,2067,-220,0
Ivory Caost,South Africa,2013,1733,1733,0,0
Ivory Caost,South Africa,2014,1926,2103,-177,0
Ivory Caost,South Africa,2015,2317,2496,-179,0
Ivory Caost,South Africa,2016,1916,1978,-62,0
Ivory Caost,South Africa,2017,2507,2642,-135,0
Ivory Caost,South Africa,2018,2720,2809,-89,0
Liberia,South Africa,1996,73,55,18,LBR
Liberia,South Africa,1997,56,96,-40,LBR
Liberia,South Africa,1998,83,77,6,LBR
Liberia,South Africa,1999,122,116,6,LBR
Liberia,South Africa,2000,129,139,-10,LBR
Liberia,South Africa,2001,116,129,-13,LBR
Liberia,South Africa,2002,134,120,14,LBR
Liberia,South Africa,2003,91,105,-14,LBR
Liberia,South Africa,2004,111,116,-5,LBR
Liberia,South Africa,2005,189,189,0,LBR
Liberia,South Africa,2006,150,170,-20,LBR
Liberia,South Africa,2007,158,157,1,LBR
Liberia,South Africa,2008,194,183,11,LBR
Liberia,South Africa,2009,258,229,29,LBR
Liberia,South Africa,2010,225,239,-14,LBR
Liberia,South Africa,2011,213,183,30,LBR
Liberia,South Africa,2012,224,214,10,LBR
Liberia,South Africa,2013,246,246,0,LBR
Liberia,South Africa,2014,214,187,27,LBR
Liberia,South Africa,2015,193,248,-55,LBR
Liberia,South Africa,2016,218,229,-11,LBR
Liberia,South Africa,2017,203,207,-4,LBR
Liberia,South Africa,2018,245,241,4,LBR
Mali,South Africa,1996,69,46,23,MLI
Mali,South Africa,1997,52,56,-4,MLI
Mali,South Africa,1998,87,61,26,MLI
Mali,South Africa,1999,55,86,-31,MLI
Mali,South Africa,2000,89,88,1,MLI
Mali,South Africa,2001,93,97,-4,MLI
Mali,South Africa,2002,136,142,-6,MLI
Mali,South Africa,2003,74,78,-4,MLI
Mali,South Africa,2004,103,104,-1,MLI
Mali,South Africa,2005,100,99,1,MLI
Mali,South Africa,2006,96,99,-3,MLI
Mali,South Africa,2007,95,88,7,MLI
Mali,South Africa,2008,224,148,76,MLI
Mali,South Africa,2009,184,189,-5,MLI
Mali,South Africa,2010,247,230,17,MLI
Mali,South Africa,2011,255,235,20,MLI
Mali,South Africa,2012,291,304,-13,MLI
Mali,South Africa,2013,193,193,0,MLI
Mali,South Africa,2014,271,223,48,MLI
Mali,South Africa,2015,291,278,13,MLI
Mali,South Africa,2016,248,263,-15,MLI
Mali,South Africa,2017,206,250,-44,MLI
Mali,South Africa,2018,242,249,-7,MLI
Niger,South Africa,1996,12,16,-4,NER
Niger,South Africa,1997,18,13,5,NER
Niger,South Africa,1998,11,20,-9,NER
Niger,South Africa,1999,78,47,31,NER
Niger,South Africa,2000,44,34,10,NER
Niger,South Africa,2001,28,41,-13,NER
Niger,South Africa,2002,65,73,-8,NER
Niger,South Africa,2003,181,80,101,NER
Niger,South Africa,2004,148,163,-15,NER
Niger,South Africa,2005,117,110,7,NER
Niger,South Africa,2006,94,109,-15,NER
Niger,South Africa,2007,62,58,4,NER
Niger,South Africa,2008,126,101,25,NER
Niger,South Africa,2009,183,186,-3,NER
Niger,South Africa,2010,140,142,-2,NER
Niger,South Africa,2011,122,133,-11,NER
Niger,South Africa,2012,107,111,-4,NER
Niger,South Africa,2013,113,113,0,NER
Niger,South Africa,2014,105,103,2,NER
Niger,South Africa,2015,98,93,5,NER
Niger,South Africa,2016,442,364,78,NER
Niger,South Africa,2017,94,80,14,NER
Niger,South Africa,2018,57,63,-6,NER
Nigeria,South Africa,1996,1234,1214,20,NGA
Nigeria,South Africa,1997,1573,1433,140,NGA
Nigeria,South Africa,1998,1380,1405,-25,NGA
Nigeria,South Africa,1999,1366,1357,9,NGA
Nigeria,South Africa,2000,1556,1554,2,NGA
Nigeria,South Africa,2001,2127,2093,34,NGA
Nigeria,South Africa,2002,2050,2085,-35,NGA
Nigeria,South Africa,2003,1621,1723,-102,NGA
Nigeria,South Africa,2004,1772,1768,4,NGA
Nigeria,South Africa,2005,1592,1553,39,NGA
Nigeria,South Africa,2006,1594,1548,46,NGA
Nigeria,South Africa,2007,1617,1490,127,NGA
Nigeria,South Africa,2008,2037,1994,43,NGA
Nigeria,South Africa,2009,2475,2284,191,NGA
Nigeria,South Africa,2010,2828,2637,191,NGA
Nigeria,South Africa,2011,2703,2557,146,NGA
Nigeria,South Africa,2012,2628,2555,73,NGA
Nigeria,South Africa,2013,2623,2623,0,NGA
Nigeria,South Africa,2014,2357,2402,-45,NGA
Nigeria,South Africa,2015,2815,2854,-39,NGA
Nigeria,South Africa,2016,2561,2605,-44,NGA
Nigeria,South Africa,2017,2789,2709,80,NGA
Nigeria,South Africa,2018,3295,3218,77,NGA
Senegal,South Africa,1996,729,734,-5,SEN
Senegal,South Africa,1997,907,749,158,SEN
Senegal,South Africa,1998,953,976,-23,SEN
Senegal,South Africa,1999,1040,1039,1,SEN
Senegal,South Africa,2000,1173,1117,56,SEN
Senegal,South Africa,2001,1222,1234,-12,SEN
Senegal,South Africa,2002,1308,1395,-87,SEN
Senegal,South Africa,2003,1286,1385,-99,SEN
Senegal,South Africa,2004,1478,1548,-70,SEN
Senegal,South Africa,2005,1399,1388,11,SEN
Senegal,South Africa,2006,1148,1211,-63,SEN
Senegal,South Africa,2007,1101,1106,-5,SEN
Senegal,South Africa,2008,1695,1631,64,SEN
Senegal,South Africa,2009,1997,1960,37,SEN
Senegal,South Africa,2010,1796,1752,44,SEN
Senegal,South Africa,2011,1809,1706,103,SEN
Senegal,South Africa,2012,1502,1505,-3,SEN
Senegal,South Africa,2013,1386,1386,0,SEN
Senegal,South Africa,2014,1635,1565,70,SEN
Senegal,South Africa,2015,2024,1957,67,SEN
Senegal,South Africa,2016,1717,1721,-4,SEN
Senegal,South Africa,2017,1931,1973,-42,SEN
Senegal,South Africa,2018,1877,1963,-86,SEN
Sierra Leone,South Africa,1996,0,0,0,SLE
Sierra Leone,South Africa,1997,0,0,0,SLE
Sierra Leone,South Africa,1998,0,0,0,SLE
Sierra Leone,South Africa,1999,0,0,0,SLE
Sierra Leone,South Africa,2000,0,0,0,SLE
Sierra Leone,South Africa,2001,0,0,0,SLE
Sierra Leone,South Africa,2002,0,0,0,SLE
Sierra Leone,South Africa,2003,0,0,0,SLE
Sierra Leone,South Africa,2004,0,0,0,SLE
Sierra Leone,South Africa,2005,0,0,0,SLE
Sierra Leone,South Africa,2006,0,0,0,SLE
Sierra Leone,South Africa,2007,0,0,0,SLE
Sierra Leone,South Africa,2008,0,0,0,SLE
Sierra Leone,South Africa,2009,0,0,0,SLE
Sierra Leone,South Africa,2010,0,0,0,SLE
Sierra Leone,South Africa,2011,0,0,0,SLE
Sierra Leone,South Africa,2012,0,0,0,SLE
Sierra Leone,South Africa,2013,0,0,0,SLE
Sierra Leone,South Africa,2014,0,0,0,SLE
Sierra Leone,South Africa,2015,0,0,0,SLE
Sierra Leone,South Africa,2016,0,0,0,SLE
Sierra Leone,South Africa,2017,0,0,0,SLE
Sierra Leone,South Africa,2018,0,0,0,SLE
Togo,South Africa,1996,142,229,-87,TGO
Togo,South Africa,1997,93,25,68,TGO
Togo,South Africa,1998,34,71,-37,TGO
Togo,South Africa,1999,22,49,-27,TGO
Togo,South Africa,2000,65,67,-2,TGO
Togo,South Africa,2001,135,87,48,TGO
Togo,South Africa,2002,217,130,87,TGO
Togo,South Africa,2003,126,121,5,TGO
Togo,South Africa,2004,114,152,-38,TGO
Togo,South Africa,2005,132,158,-26,TGO
Togo,South Africa,2006,143,159,-16,TGO
Togo,South Africa,2007,204,153,51,TGO
Togo,South Africa,2008,274,179,95,TGO
Togo,South Africa,2009,351,232,119,TGO
Togo,South Africa,2010,389,265,124,TGO
Togo,South Africa,2011,587,325,262,TGO
Togo,South Africa,2012,773,446,327,TGO
Togo,South Africa,2013,1111,1111,0,TGO
Togo,South Africa,2014,1036,772,264,TGO
Togo,South Africa,2015,784,945,-161,TGO
Togo,South Africa,2016,593,874,-281,TGO
Togo,South Africa,2017,683,908,-225,TGO
Togo,South Africa,2018,726,767,-41,TGO
Antegua and Bermud,Carribbean,1996,3,7,-4,BMU
Antegua and Bermud,Carribbean,1997,7,6,1,BMU
Antegua and Bermud,Carribbean,1998,2,1,1,BMU
Antegua and Bermud,Carribbean,1999,11,10,1,BMU
Antegua and Bermud,Carribbean,2000,15,19,-4,BMU
Antegua and Bermud,Carribbean,2001,9,14,-5,BMU
Antegua and Bermud,Carribbean,2002,28,24,4,BMU
Antegua and Bermud,Carribbean,2003,25,23,2,BMU
Antegua and Bermud,Carribbean,2004,19,19,0,BMU
Antegua and Bermud,Carribbean,2005,19,21,-2,BMU
Antegua and Bermud,Carribbean,2006,24,24,0,BMU
Antegua and Bermud,Carribbean,2007,20,21,-1,BMU
Antegua and Bermud,Carribbean,2008,15,17,-2,BMU
Antegua and Bermud,Carribbean,2009,61,52,9,BMU
Antegua and Bermud,Carribbean,2010,60,56,4,BMU
Antegua and Bermud,Carribbean,2011,41,36,5,BMU
Antegua and Bermud,Carribbean,2012,27,30,-3,BMU
Antegua and Bermud,Carribbean,2013,67,67,0,BMU
Antegua and Bermud,Carribbean,2014,115,121,-6,BMU
Antegua and Bermud,Carribbean,2015,264,264,0,BMU
Antegua and Bermud,Carribbean,2016,368,371,-3,BMU
Antegua and Bermud,Carribbean,2017,442,449,-7,BMU
Antegua and Bermud,Carribbean,2018,619,609,10,BMU
Bahamas,Carribbean,1996,0,0,0,BHS
Bahamas,Carribbean,1997,1,1,0,BHS
Bahamas,Carribbean,1998,2,2,0,BHS
Bahamas,Carribbean,1999,2,2,0,BHS
Bahamas,Carribbean,2000,0,0,0,BHS
Bahamas,Carribbean,2001,5,4,1,BHS
Bahamas,Carribbean,2002,8,9,-1,BHS
Bahamas,Carribbean,2003,2,2,0,BHS
Bahamas,Carribbean,2004,0,0,0,BHS
Bahamas,Carribbean,2005,1,1,0,BHS
Bahamas,Carribbean,2006,2,3,-1,BHS
Bahamas,Carribbean,2007,1,0,1,BHS
Bahamas,Carribbean,2008,0,0,0,BHS
Bahamas,Carribbean,2009,3,2,1,BHS
Bahamas,Carribbean,2010,3,2,1,BHS
Bahamas,Carribbean,2011,6,5,1,BHS
Bahamas,Carribbean,2012,5,5,0,BHS
Bahamas,Carribbean,2013,3,3,0,BHS
Bahamas,Carribbean,2014,3,4,-1,BHS
Bahamas,Carribbean,2015,8,8,0,BHS
Bahamas,Carribbean,2016,6,7,-1,BHS
Bahamas,Carribbean,2017,4,4,0,BHS
Bahamas,Carribbean,2018,6,7,-1,BHS
Barbedos,Carribbean,1996,18,4,14,BRB
Barbedos,Carribbean,1997,5,0,5,BRB
Barbedos,Carribbean,1998,1,3,-2,BRB
Barbedos,Carribbean,1999,1,0,1,BRB
Barbedos,Carribbean,2000,1,0,1,BRB
Barbedos,Carribbean,2001,5,3,2,BRB
Barbedos,Carribbean,2002,12,6,6,BRB
Barbedos,Carribbean,2003,16,16,0,BRB
Barbedos,Carribbean,2004,16,17,-1,BRB
Barbedos,Carribbean,2005,11,9,2,BRB
Barbedos,Carribbean,2006,7,8,-1,BRB
Barbedos,Carribbean,2007,11,8,3,BRB
Barbedos,Carribbean,2008,14,13,1,BRB
Barbedos,Carribbean,2009,10,14,-4,BRB
Barbedos,Carribbean,2010,10,11,-1,BRB
Barbedos,Carribbean,2011,4,4,0,BRB
Barbedos,Carribbean,2012,12,14,-2,BRB
Barbedos,Carribbean,2013,6,6,0,BRB
Barbedos,Carribbean,2014,7,10,-3,BRB
Barbedos,Carribbean,2015,14,16,-2,BRB
Barbedos,Carribbean,2016,8,7,1,BRB
